# rodscan: ['L', 'H', 'K', 0, 'F', 'Ferr', 'BL', 'dL']
# Escan: ['E', 'H', 'K', 'L', 'F', 'Ferr', 'BL', 'dL']
-4.09100000 -0.00  2.00  0.00 0.65172031 0.01134044 6.27820000 2.00000000
-4.13100000 -0.00  2.00  0.00 0.82694651 0.01398330 6.27820000 2.00000000
-4.17100000 -0.00  2.00  0.00 1.13297281 0.01859524 6.27820000 2.00000000
-4.21100000 -0.00  2.00  0.00 1.78366154 0.02837490 6.27820000 2.00000000
-4.25100000 -0.00  2.00  0.00 4.14361928 0.06414132 6.27820000 2.00000000
-4.29100000 -0.00  2.00  0.00 12.39853854 0.19149936 6.27820000 2.00000000
-4.33100000 -0.00  2.00  0.00 2.44442090 0.03833340 6.27820000 2.00000000
-4.37100000 -0.00  2.00  0.00 1.33623702 0.02175762 6.27820000 2.00000000
-4.41100000 -0.00  2.00  0.00 0.91836929 0.01547645 6.27820000 2.00000000
-4.45100000 -0.00  2.00  0.00 0.68991695 0.01207539 6.27820000 2.00000000
-4.49100000 -0.00  2.00  0.00 0.54906435 0.00998252 6.27820000 2.00000000
-4.53100000 -0.00  2.00  0.00 0.45245249 0.00853364 6.27820000 2.00000000
-4.57100000 -0.00  2.00  0.00 0.38046608 0.00740045 6.27820000 2.00000000
-4.69100000 -0.00  2.00  0.00 0.24939336 0.00469534 6.27820000 2.00000000
-4.81100000 -0.00  2.00  0.00 0.17587522 0.00329278 6.27820000 2.00000000
-4.93100000 -0.00  2.00  0.00 0.12746651 0.00241940 6.27820000 2.00000000
-5.05100000 -0.00  2.00  0.00 0.08910377 0.00172856 6.27820000 2.00000000
-5.17100000 -0.00  2.00  0.00 0.05894433 0.00121636 6.27820000 2.00000000
-5.29100000 -0.00  2.00  0.00 0.04373354 0.00104904 6.27820000 2.00000000
-5.41100000 -0.00  2.00  0.00 0.03627377 0.00154925 6.27820000 2.00000000
-5.53100000 -0.00  2.00  0.00 0.02324116 0.00108053 6.27820000 2.00000000
-5.65100000 -0.00  2.00  0.00 0.02439101 0.00117937 6.27820000 2.00000000
-5.77100000 -0.00  2.00  0.00 0.03872153 0.00205786 6.27820000 2.00000000
-5.89100000 -0.00  2.00  0.00 0.04020749 0.00104142 6.27820000 2.00000000
-6.01100000 -0.00  2.00  0.00 0.06472446 0.00135145 6.27820000 2.00000000
-6.05100000 -0.00  2.00  0.00 0.08078337 0.00161255 6.27820000 2.00000000
-6.09100000 -0.00  2.00  0.00 0.10512004 0.00202988 6.27820000 2.00000000
-6.13100000 -0.00  2.00  0.00 0.13805663 0.00261298 6.27820000 2.00000000
0.61100000  1.00  1.00  0.00 0.12753149 0.00232255 1.86090000 2.00000000
0.73100000  1.00  1.00  0.00 0.13148501 0.00239964 1.86090000 2.00000000
0.85100000  1.00  1.00  0.00 0.13818045 0.00249477 1.86090000 2.00000000
0.97100000  1.00  1.00  0.00 0.14884141 0.00273368 1.86090000 2.00000000
1.09100000  1.00  1.00  0.00 0.16575550 0.00312481 1.86090000 2.00000000
1.21100000  1.00  1.00  0.00 0.18940407 0.00351919 1.86090000 2.00000000
1.33100000  1.00  1.00  0.00 0.22704510 0.00413108 1.86090000 2.00000000
1.45100000  1.00  1.00  0.00 0.28624826 0.00505314 1.86090000 2.00000000
1.57100000  1.00  1.00  0.00 0.39250963 0.00668221 1.86090000 2.00000000
1.61100000  1.00  1.00  0.00 0.44857251 0.00753640 1.86090000 2.00000000
1.65100000  1.00  1.00  0.00 0.52537900 0.00869779 1.86090000 2.00000000
1.69100000  1.00  1.00  0.00 0.64884633 0.01055967 1.86090000 2.00000000
1.73100000  1.00  1.00  0.00 0.82737330 0.01324770 1.86090000 2.00000000
1.77100000  1.00  1.00  0.00 1.16376047 0.01831103 1.86090000 2.00000000
1.81100000  1.00  1.00  0.00 1.91338441 0.03110405 1.86090000 2.00000000
